,SMILE,IP,EA,HomoLumoGap,MolWt,MolLogP,MolMR,HeavyAtomCount,LabuteASA,BalabanJ,BertzCT,GWP
152,CC(Cl)(Cl)Cl,0.39595577,-0.03598373,0.26298,133.405,2.376500000000001,25.963999999999995,5,46.013991822871176,3.0237157840738176,20.36452797660028,1.96531
153,CC(F)(F)Cl ,0.436173907,-0.102814918,0.32984,100.495,1.8379,16.474,5,33.7385301749603,3.0237157840738176,23.11941547876375,2.810684
154,CC(F)(F)F,0.482135692,-0.188740591,0.48056,84.04,1.5686000000000002,11.729000000000005,5,27.600799351004863,3.0237157840738176,20.36452797660028,3.6463823
155,CC(F)F,0.440398492,-0.184950293,0.43548,66.05,1.2714,11.678000000000004,4,23.435263948078628,2.3237900077244498,8.75488750216347,2.2022293
156,CCBr,0.37702165,-0.09448093,0.2721,108.966,1.4012,19.468,3,28.971740747867518,1.6329931618554523,2.754887502163468,-0.48581594
157,CCC(=O)C(F)(F)F,0.377949624,-0.04552587,0.22668,126.077,1.5278,21.352999999999994,8,44.49220567984184,3.823378455220923,93.94677016517798,-1.0799952
158,CCC(F)(F)F,0.450925692,-0.167247538,0.44822,98.067,1.9587,16.346000000000004,6,33.965741465401464,3.168489872670569,35.79319390447952,2.3526993
159,CCCBr  ,0.37396719,-0.08854128,0.27139,122.993,1.7913,24.08499999999999,4,35.33668286226413,1.9747448713915892,5.245112497836532,-0.95204085
160,CCCCCl ,0.390299252,-0.110923528,0.31668,92.569,2.0253,25.62799999999999,5,38.13734359790105,2.19060968716425,11.119415478763749,-1.3948865
161,CCCl ,0.400733681,-0.118569972,0.31872,64.515,1.2451,16.394000000000002,3,25.407459369107837,1.6329931618554523,2.754887502163468,-0.4284579
162,CCF,0.433784461,-0.179827361,0.42342,48.06,0.9758,11.649000000000004,3,19.269728545152397,1.6329931618554523,2.754887502163468,1.8654847
163,CCl ,0.414108329,-0.122852815,0.32194,50.488,0.855,11.777,2,19.042517254711225,1.0,2.0,0.94933933
164,CCOC(=O)C(F)(F)F,0.39964439,-0.06849078,0.27347,142.076,1.1118,22.68799999999999,9,49.60575090934872,3.743097705792164,106.87060032410332,0.16985469
165,CCOC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41007766,-0.12184258,0.37148,264.08699999999993,3.4486000000000008,32.522,16,83.16732545565559,5.3442942033910805,242.8739903217021,2.5395772
166,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(F)F  ,0.41554179,-0.11167711,0.35809,264.08699999999993,3.4486000000000008,32.522,16,83.16732545565559,5.60923055914051,225.3642153173752,2.314246
167,CCOC(C(C(F)(F)F)F)(F)F,0.408771564,-0.13698686,0.37146,196.09,2.5161000000000007,27.523999999999997,12,64.30577713248027,4.342286461903583,141.36409612807475,1.7089154
168,CCOC(C(F)F)(F)F,0.406165483,-0.155236286,0.3979,146.083,1.8808,22.57699999999999,9,49.6097642122312,3.7020861454013385,82.63682062300137,1.3358049
169,CCOC(F)(F)F,0.41660236,-0.168988235,0.41302,114.06600000000002,1.5427,17.681,7,39.07928669490835,3.154490065368808,48.63193444574935,1.6820968
170,CF ,0.467051091,-0.195219531,0.43841,34.033,0.5857,7.032,2,12.904786430755784,1.0,2.0,3.0013235
171,COC(=O)C(F)(F)F,0.407841876,-0.068988871,0.27392,128.049,0.7216999999999999,18.071,8,43.24080879495212,3.823378455220923,95.19188266301452,1.7255005
172,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.41636913,-0.12102041,0.37476,250.05999999999997,3.0585000000000004,27.905,15,76.80238334125897,5.379464013325492,229.14742793111947,2.6454213
173,COC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F  ,0.39501384,-0.08203205,0.32127,350.0739999999999,4.3291,37.79900000000001,21,106.19440918175712,6.603383994995954,361.451689131678,1.9075551
174,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.42672527,-0.11101518,0.36263,250.05999999999997,3.0585000000000004,27.905,15,76.80238334125897,5.645277983617008,211.6376529267925,3.2752638
175,COC(C(C(F)(F)F)(F)F)(F)F,0.425652853,-0.139499737,0.39037,200.053,2.4232000000000005,22.958,12,62.10637042100989,4.847021821216797,159.27953606077998,3.1122215
176,COC(C(C(F)(F)F)F)(F)F,0.419893223,-0.137891143,0.37654,182.063,2.1260000000000003,22.907,11,57.94083501808365,4.352448403526289,129.03419779635638,2.518695
177,COC(C(C(F)F)(F)F)(F)F,0.411710977,-0.141663139,0.38593,182.063,2.1260000000000003,22.907,11,57.94083501808366,4.527512324175599,132.54397280068332,2.5657887
178,COC(C(F)(F)F)(C(F)(F)F)F,0.411462808,-0.138737095,0.37417,200.053,2.4232000000000005,22.958,12,62.1063704210099,4.951010560684259,141.769761056453,2.343125
179,COC(C(F)(F)F)(F)F,0.432078413,-0.162607832,0.41061,150.046,1.7879000000000005,18.011000000000003,9,47.41035750076082,4.144726366744759,94.86645470372198,2.9547346
180,COC(C(F)(F)F)C(F)(F)F,0.387988684,-0.139938644,0.35212,182.063,2.1260000000000003,22.907,11,57.94083501808366,4.426424983453169,109.52442279202944,1.03905
181,COC(C(F)Cl)(F)F  ,0.402516034,-0.099723364,0.32347,148.511,1.7600000000000002,22.705,8,49.38255292179002,3.708324167474306,74.92878689342032,2.0208366
182,COC(C(OC(C(OC(C(OC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F ,0.38929453,-0.12740892,0.39374,394.1079999999999,3.8692,45.870000000000005,24,123.73445158174816,5.546512749533385,396.7737975996429,1.6548661
183,COC(F)(F)F,0.433571628,-0.1837117,0.42573,100.03900000000002,1.1526,13.064000000000002,6,32.71434458051174,3.168489872670569,38.54808140664299,2.3529863
184,COCC(C(F)(F)F)(F)F,0.37282148,-0.137866954,0.33713,164.073,1.8304,22.877999999999997,10,53.77529961515743,4.101783752547981,106.7058032877228,0.029016014
185,COCC(C(F)F)(F)F,0.362325373,-0.138579846,0.33121,146.083,1.5332,22.82699999999999,9,49.6097642122312,3.7020861454013385,82.63682062300137,-0.048398238
186,COCC(F)(F)F,0.37569168,-0.156082284,0.35254,114.06600000000002,1.1951000000000005,17.931,7,39.07928669490835,3.154490065368808,48.63193444574935,-0.12278726
187,FC(F)(F)C(OC(F)F)C(F)(F)F,0.43157393,-0.13759502,0.39668,218.04299999999995,2.7188,22.987,13,66.27190582393614,4.578877531373107,142.50741183803655,3.4243145
188,FC(F)(OC(F)F)C(F)(F)OC(F)F,0.43449436,-0.14223169,0.42663,234.042,2.6504000000000003,24.072000000000003,14,71.385451053443,4.511880582679414,160.180092704301,3.3441992
189,FC(F)(OC)C(F)(F)OC,0.39352519,-0.154643989,0.39965,162.082,1.4648,23.911999999999992,10,54.72330944173807,4.2817567617094126,99.82521876648654,2.3033183
190,FC(F)OC,0.416288795,-0.19329494,0.4183,82.04899999999999,0.8553999999999999,13.013000000000002,5,28.548809177585508,2.5395388613593903,21.60964047443681,1.6964018
191,FS(F)(F)(F)(F)F  ,0.536314379,-0.019859577,0.33848,146.055,3.1694,14.239000000000004,7,35.1357870598539,4.4312936752559775,62.74506838420408,4.65851
192,N(F)(F)F,0.484370715,-0.149762933,0.3711,71.001,0.9419,5.163,4,20.43658300403509,2.3237900077244498,8.0,3.3363543
193,O=COC(F)(F)C(F)(F)F,0.420344907,-0.06595397,0.27934,164.029,1.3145,18.151,10,51.571879600804586,4.23412844574216,127.3449779679464,2.335663
194,O=S(=O)(F)F,0.482147797,-0.073929448,0.33379,102.061,0.1702000000000001,11.1358,5,27.921772186286752,4.062942298971397,90.81635834269238,3.8137648
195,OCCF,0.385074629,-0.166982671,0.35533,64.059,-0.0518,13.060800000000002,4,24.063962297348407,1.9747448713915892,8.0,-0.5059311
